1	0.01766775341497527
2	0.014478564262390137
3	0.01494276885771089
4	0.01707848482247856
5	0.012704252575834593
6	0.012384198011002608
7	0.01274861048700081
8	0.02059689640170998
9	0.011280711015893353
10	0.012626963667571545
11	0.008814646345045831
12	0.01215196442272928
13	0.01950538091154562
14	0.01128743128437135
15	0.012484407621539302
16	0.018765715313040547
17	0.011097746435552835
18	0.01341573992330167
19	0.014466697143183814
20	0.010989226323241988
21	0.014108682620442577
22	0.011221366572297282
23	0.012626549746427271
24	0.011457872680491872
25	0.010117220847556988
26	0.014448397378954623
27	0.013200055238687329
28	0.01010465446031756
29	0.012490331061245443
30	0.009115296933386061
31	0.011866514881451925
32	0.013721249273253812
33	0.009684837112824122
34	0.014326137542310689
35	0.01114225964475837
36	0.00997383152652118
37	0.014514054844362868
38	0.007623919441054265
39	0.012719734002732568
40	0.014315749984234571
41	0.01123293861746788
42	0.009007197908229299
43	0.011595555658762654
44	0.01197077375319269
45	0.011390158906579018
46	0.01080357019479076
47	0.017474088300433423
48	0.011774132752584087
49	0.013464005974431833
50	0.013439956379847394
